,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Regular Season,Regular Season,Regular Season,Regular Season,Regular Season,Playoffs,Playoffs,Playoffs,Playoffs,Playoffs,Playoffs,Playoffs
,Rk,Coach,From,To,Yrs,G,W,L,W/L%,W > .500,Plyfs,G,W,L,W/L%,Conf,Champ
0,1,Elgin Baylor,1975,1979,4,221,86,135,0.389,-24.5,,,,,,,
1,2,Tyrone Corbin,2011,2014,4,258,112,146,0.434,-17.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0
2,3,Frank Layden,1982,1989,8,571,277,294,0.485,-8.5,5.0,41.0,18.0,23.0,0.439,0.0,0.0
3,4,Tom Nissalke,1980,1982,3,184,60,124,0.326,-32.0,,,,,,,
4,5,Scotty Robertson,1975,1975,1,15,1,14,0.067,-6.5,,,,,,,
5,6,Jerry Sloan,1989,2011,23,1809,1127,682,0.623,222.5,19.0,196.0,96.0,100.0,0.49,2.0,0.0
6,7,Quin Snyder,2015,2022,8,636,372,264,0.585,54.0,6.0,51.0,21.0,30.0,0.412,0.0,0.0
7,8,Butch van Breda Kolff,1975,1977,3,174,74,100,0.425,-13.0,,,,,,,
