,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Summary,Summary,Summary,Summary,Summary,Unnamed: 8_level_0,Team per 48,Team per 48,Team per 48,Team per 48,Team per 48,Unnamed: 14_level_0,Opponent per 48,Opponent per 48,Opponent per 48,Opponent per 48,Opponent per 48,Unnamed: 20_level_0,Diff per 48,Diff per 48,Diff per 48,Diff per 48,Diff per 48
,Rk,Referee,Unnamed: 2_level_1,G,W,L,W/L%,Pace,Unnamed: 8_level_1,PTS,FTA,PF,S.Foul,O.Foul,Unnamed: 14_level_1,PTS,FTA,PF,S.Foul,O.Foul,Unnamed: 20_level_1,PTS,FTA,PF,S.Foul,O.Foul
30,31,Scott Foster,,4,3,1,0.75,95.1,,107.9,16.3,17.1,9.3,1.0,,100.4,20.5,17.5,8.0,2.2,,7.5,-4.2,-0.4,1.3,-1.2
31,32,Dannica Mosher,,1,1,0,1.0,95.0,,98.0,9.0,11.0,6.0,1.0,,78.0,13.0,13.0,5.0,3.0,,20.0,-4.0,-2.0,1.0,-2.0
32,33,Gediminas Petraitis,,4,3,1,0.75,97.0,,118.3,25.0,19.5,8.0,1.5,,113.8,21.0,20.3,9.3,3.0,,4.5,4.0,-0.8,-1.3,-1.5
33,34,James Williams,,4,1,3,0.25,94.4,,105.8,23.5,18.3,9.5,1.0,,114.3,21.0,20.3,10.3,1.5,,-8.5,2.5,-2.0,-0.8,-0.5
34,35,Marat Kogut,,5,4,1,0.8,94.2,,105.4,18.6,17.4,5.6,2.8,,99.2,14.8,18.0,8.4,2.0,,6.2,3.8,-0.6,-2.8,0.8
35,36,Phenizee Ransom,,3,1,2,0.333,92.6,,106.3,15.0,19.3,6.0,1.0,,104.3,19.3,16.7,5.3,0.7,,2.0,-4.3,2.6,0.7,0.3
36,37,Karl Lane,,5,3,2,0.6,95.3,,106.6,20.8,18.0,9.8,0.6,,102.0,22.4,19.2,9.0,1.4,,4.6,-1.6,-1.2,0.8,-0.8
37,38,Andy Nagy,,1,0,1,0.0,96.2,,99.0,21.0,17.0,12.0,1.0,,109.0,25.0,20.0,8.0,0.0,,-10.0,-4.0,-3.0,4.0,1.0
38,39,Ben Taylor,,7,4,3,0.571,95.2,,108.0,22.4,18.0,9.0,1.6,,106.3,20.7,20.6,8.7,1.1,,1.7,1.7,-2.6,0.3,0.5
39,40,Bennie Adams,,4,1,3,0.25,95.7,,100.8,21.0,14.0,6.5,1.8,,105.8,13.8,19.3,9.0,0.5,,-5.0,7.2,-5.3,-2.5,1.3
40,41,Lauren Holtkamp-Sterling,,5,2,3,0.4,94.5,,105.8,20.8,18.8,11.2,1.2,,103.2,23.6,19.2,8.4,1.8,,2.6,-2.8,-0.4,2.8,-0.6
41,42,Ed Malloy,,4,3,1,0.75,93.3,,100.5,26.0,14.5,6.8,1.8,,96.0,13.5,20.3,10.8,1.3,,4.5,12.5,-5.8,-4.0,0.5
42,43,Courtney Kirkland,,6,3,3,0.5,96.4,,107.3,24.2,18.2,8.3,1.5,,108.0,20.7,21.8,9.0,2.3,,-0.7,3.5,-3.6,-0.7,-0.8
43,44,Justin Van Duyne,,4,1,3,0.25,94.5,,103.5,24.0,16.8,9.8,1.0,,107.8,22.0,22.0,10.8,1.8,,-4.3,2.0,-5.2,-1.0,-0.8
44,45,James Capers Jr.,,2,2,0,1.0,93.4,,106.0,18.5,15.5,10.5,0.0,,97.0,22.5,18.5,9.0,3.0,,9.0,-4.0,-3.0,1.5,-3.0
45,46,Evan Scott,,2,2,0,1.0,94.1,,98.5,18.0,14.0,7.0,0.5,,89.0,14.5,20.0,5.5,3.5,,9.5,3.5,-6.0,1.5,-3.0
46,47,Tyler Ford,,2,1,1,0.5,96.8,,110.0,19.5,18.0,7.5,2.5,,103.0,18.5,16.5,9.5,1.5,,7.0,1.0,1.5,-2.0,1.0
47,48,David Guthrie,,2,2,0,1.0,96.8,,117.0,22.5,19.0,10.5,1.0,,95.5,20.5,18.0,9.0,1.0,,21.5,2.0,1.0,1.5,0.0
48,49,Matt Boland,,5,3,2,0.6,94.4,,108.8,23.6,16.4,8.4,1.2,,107.2,18.4,22.4,10.0,2.2,,1.6,5.2,-6.0,-1.6,-1.0
49,50,John Goble,,3,3,0,1.0,95.8,,114.7,24.0,22.0,12.7,1.7,,95.3,26.7,21.0,9.0,2.0,,19.4,-2.7,1.0,3.7,-0.3
50,51,C.J. Washington,,5,4,1,0.8,93.7,,109.2,23.4,15.6,7.6,2.4,,102.8,15.6,19.6,9.8,1.6,,6.4,7.8,-4.0,-2.2,0.8
51,52,Matt Kallio,,2,1,1,0.5,92.0,,107.5,19.0,10.5,6.5,0.0,,105.5,16.0,17.5,9.5,1.5,,2.0,3.0,-7.0,-3.0,-1.5
52,53,Jason Goldenberg,,3,1,2,0.333,94.1,,102.0,22.3,19.3,9.7,0.7,,101.7,22.3,20.7,9.7,2.0,,0.3,0.0,-1.4,0.0,-1.3
53,54,Mark Lindsay,,5,3,2,0.6,98.5,,113.2,25.0,21.2,11.0,1.4,,106.6,24.6,21.2,10.4,2.0,,6.6,0.4,0.0,0.6,-0.6
54,55,Derek Richardson,,1,1,0,1.0,103.6,,123.0,22.0,23.0,14.0,1.0,,106.0,28.0,19.0,8.0,2.0,,17.0,-6.0,4.0,6.0,-1.0
55,56,Aaron Smith,,2,2,0,1.0,99.9,,114.0,23.0,17.5,10.0,1.0,,99.0,19.5,18.0,10.0,1.5,,15.0,3.5,-0.5,0.0,-0.5
